id,label,lines_of_code_added_sum,lcc_wt_mu_inter_commit_time,lines_of_code_added_avg,lcc_std_spatial_inter,ego_lines_of_code_removed_sum,s_wt_n_com_code,s_wt_sum_joint_commit,nbc_wt_std_inter_commit_time,nbc_wt_mu_inter_commit_time,lcc_wt_mean_joint_commit,lcc_wt_hm_diff_first_commit_time,nbc_wt_hm_diff_first_commit_time,lcc_diff_90_10_spatial,s_wt_hsum_diff_last_commit_time,neigh_lines_of_code_removed_mean,tenure_committer,avg_hv_committer,ego_total_num_committs,triangle,lcc_mean_spatial_inter,s_diff_90_10_temporal,neigh_lines_of_code_added_avg,lcc_wt_hsum_diff_first_commit_time,neigh_lines_of_code_removed_sum,neigh_lines_of_code_added_sum,nbc_wt_hsum_diff_last_commit_time,lines_of_code_removed_mean,nbc_wt_hsum_diff_first_commit_time,s_median_spatial_inter,s_mean_spatial_inter,ego_lines_of_code_removed_mean,nbc_wt_n_com_code,nbc_diff_90_10_spatial,nbc_wt_sum_joint_commit,lcc_wt_sum_joint_commit,nbc_median_spatial_inter,s_wt_mean_joint_commit,s_wt_hm_diff_last_commit_time,ego_lines_of_code_added_avg,nbc_diff_90_10_temporal,nbc_wt_hm_diff_last_commit_time,nbc_wt_mean_joint_commit,s_wt_mu_inter_commit_time,lcc_wt_n_com_code,ego_lines_of_code_added_sum,neigh_total_num_committs,lines_of_code_removed_sum,kshell_index,s_std_spatial_inter,avg_cc_committer,s_wt_hm_diff_first_commit_time,lcc_wt_hm_diff_last_commit_time,s_diff_90_10_spatial,avg_mi_committer,nbc_std_spatial_inter,lcc_wt_std_inter_commit_time,s_wt_std_inter_commit_time,nbc_mean_spatial_inter,total_num_committs,s_wt_hsum_diff_first_commit_time,lcc_median_spatial_inter,lcc_wt_hsum_diff_last_commit_time
0,Anish_Bhatt,147.0,0.0281398088978,49.0,0.00509107040799,1231.57142857,9.0,86.0,2.64336998407E15,4.96958230493E-8,0.0489550339112,3.33013827114E-4,0.0,0.0253602227797,3.7830660393,1428.66666667,162.861354167,2917.40357239,147.0,9.0,0.0227743327686,370.13945672,27.6830167952,1.66352429129E-6,1428.66666667,2632.0,0.0,49.0,0.0,43.5,45.2525252525,1231.57142857,1.70319541927E-4,0.0,0.0,1.80826093249E-5,0.0,17.9393939394,1.13548208963,30.7283001102,0.0,0.0,8.24202229912E-4,123.379818907,0.0181578593589,2277.0,171.0,49.0,5,14.8904545306,119.666666667,0.659929532055,0.00143841187136,108.803030303,11.8404966903,0.0,6.74611305849E-5,24.1774106996,0.0,3.0,2.2021951589,0.0188592478379,4.26542811247E-6
1,Matthew_Gilliard,47.0,0.109158823408,4.7,9.07300030439E-4,1548.5,13.0,3529.0,3.57233644577E44,5.76343681059E33,0.139090132979,1.89177144615E-4,0.0,0.0353628673041,5.96833461517,1666.38461538,40.9986342593,5581.81963067,235.5,66.0,0.0323409223958,1352.70331829,12.8779879773,2.5651712946E-6,1666.38461538,2592.07692308,0.0,16.0,0.0,102.5,129.8,1548.5,0.00488360474885,0.00165801614764,0.00147717945962,1.21503884427E-4,1.49875115273E-4,121.0,0.380056986325,12.2938459789,2.0669523029E13,0.0,2.01880051577E-4,394.399549205,0.0220496027412,2410.28571429,252.846153846,16.0,13,17.6671110914,236.857142857,0.517028245437,7.37982400865E-4,295.17,19.4287837099,2.06105055303E25,3.27682069476E-13,9.23705556488E-14,0.00156189926951,10.0,3.99135721396,0.0257473922391,7.92988856794E-6
2,Takashi_NATSUME,47.0,0.0056289732543,3.35714285714,4.47401684444E-4,1688.93333333,17.0,710.0,1.30687612979E31,1.52794050484E21,0.064598509813,6.02965619931E-5,0.00197039600154,0.0189477614844,8.61381628192,1808.5,21.3008449074,1817.50555157,196.533333333,49.0,0.0169832139519,600.354131944,14.0295701738,6.42153833555E-7,1808.5,2165.71428571,0.0123269896194,15.0,0.00627162629758,67.5,108.78030303,1688.93333333,0.00635453411277,0.00499807766244,0.00646828821662,2.17821383421E-5,0.0157807900296,69.2954545455,2.55156676607,13.3180750194,8.98125756165E12,0.00297962322184,0.0012800306196,68.0015462963,0.0149383095523,2024.46666667,209.571428571,15.0,11,9.98754301438,121.538461538,0.35359148218,4.43951003678E-4,247.243181818,37.1527985826,8.6917492202E19,0.0,1.7763568394E-15,0.00523836985775,14.0,0.976600467307,0.0117555405392,8.73055493713E-7
3,Sahid_Orentino_Ferdjaoui,3356.0,0.0130603181732,16.6138613861,0.00442367616514,713.43902439,181.0,6656234.0,3.55395255052E41,7.77117417112E26,0.0761096280081,5.48381857562E-5,0.0378460207612,0.0116845409222,469207.6839,705.296296296,8.24905092593,5776.51523206,87.8780487805,874.0,0.0106329527439,9472.1330657,17.4705398197,6.58271331738E-6,705.296296296,996.641975309,0.0220588235294,1373.0,0.0166522491349,582.5,823.264990069,713.43902439,0.0262529611805,0.0338331410996,0.012964680983,5.44364077359E-4,0.033721246301,2123.20530692,39.3931815251,17.4600925218,3.58600065869E20,0.0179738562092,0.00997151363897,786.751428556,0.0108275496808,1025.41463415,86.4691358025,1373.0,22,279.078541919,247.71875,5.55055969704,4.70536247248E-4,1883.38279944,30.6495369091,2.67477949143E32,0.00409410416717,116.40470806,0.0336909682174,202.0,2743.46920899,0.00768145558248,1.24552182565E-4
4,Anthony_PERARD,36.0,0.0,7.2,0.0,1318.71428571,6.0,93.0,3.05568021179E45,2.13332233586E23,0.0820800460839,6.64006393215E-5,3.36409073433E-4,0.0325932505085,0.149379332523,1535.83333333,133.213275463,1645.13485836,151.714285714,11.0,0.0284404462736,217.872141204,16.4545316071,7.82778700161E-7,1535.83333333,3071.83333333,0.0117743175702,16.0,0.0117743175702,47.0,48.3333333333,1318.71428571,3.79470662558E-4,0.0,0.0052497087836,4.14917725012E-5,0.0,27.0,0.0575463528805,15.1324556632,3.19647725566E15,0.00492599000384,0.00417470761329,15.8057264109,0.0149403091767,2638.14285714,176.166666667,16.0,5,0.666666666667,89.0,0.0772969259774,4.18498894784E-4,118.9,32.6139364905,2.04425889793E12,0.0,0.0,0.0,5.0,0.190767670478,0.0248909761277,2.52904369847E-6
5,Taylor_Peoples,109.0,0.0163691169821,7.78571428571,0.00226612482885,2245.30769231,14.0,1674.0,1.2672440091E30,3.26274650802E20,0.112256351039,1.34958136132E-4,6.48788927336E-4,0.025814214135,2.12060579256,2429.33333333,70.1691898148,3423.32084469,274.384615385,47.0,0.0232562459502,1184.54732899,14.2261131487,2.05284588032E-6,2429.33333333,3285.91666667,0.015931372549,37.0,0.013985005767,56.0,70.75,2245.30769231,0.00314396495828,4.56555171088E-4,0.0149559690635,8.56694241276E-5,0.00507024995477,117.833333333,0.392023470085,13.7306978515,0.0,0.0,0.00999419709952,112.110329785,0.0205647485471,3041.53846154,296.083333333,37.0,12,11.8298034118,158.4,0.414137604501,4.44456694216E-4,166.175,39.3217090261,9.40491311908E21,2.08052442569E-4,1.59756965512,0.00126153402537,14.0,2.54080470881,0.0175422717017,3.56590241266E-6
6,Brooks_Kaminski,3.0,0.0,1.5,0.0,23.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00894279498984,44.0,0.0,3800.93716524,2.0,0.0,0.0,0.0,30.0,0.0,44.0,60.0,0.0,3.0,0.0,6.0,5.0,23.5,0.0,0.0,0.0,0.0,0.0,2.0,0.00894279498984,15.75,0.0,0.0,0.0,0.0,0.0,31.5,2.0,3.0,1,0.0,151.5,0.00894279498984,0.0,10.8,7.67094710315,0.0,0.0,0.0,0.0,2.0,0.00894279498984,0.0,0.0
7,Nicolas_Simonds,110.0,0.0602721068642,11.0,0.00341796453925,1942.28571429,16.0,23043.0,1.81269176989E35,0.0,0.182649207851,8.97536633931E-5,0.0023308342945,0.0485643038566,56.6424700975,2090.76923077,223.125416667,9670.41801481,188.714285714,65.0,0.0442493005478,1556.02010436,27.882603129,4.61934887575E-6,2090.76923077,2996.53846154,0.0,12.0,4.80584390619E-5,133.0,178.836605255,1942.28571429,0.00153720165311,4.08496732026E-4,0.0,4.23261165324E-4,2.82100610099E-4,161.261250378,24.3116326868,26.6767029055,0.0,0.0,0.0,238.666724594,0.023149439045,2790.35714286,202.461538462,12.0,13,12.4300606202,427.4,0.160076872316,8.92338557098E-4,413.64885231,2.25551970337,3.2224581430300001E18,0.00228545773828,11.5175810014,7.20876585928E-4,10.0,6.19642077842,0.0347014031698,8.3584417472E-6
8,Deliang_Fan,17.0,0.154629511313,8.5,0.0,3670.8,5.0,309.0,4.43616254564E-4,0.0,0.19205235289,3.14320443482E-4,0.0,0.0241661332069,0.324805948254,4587.5,0.0,5699.86703685,416.0,6.0,0.0214896248702,628.148081019,9.62142691593,6.01861634387E-6,4587.5,4094.25,0.0,4.0,0.0,15.0,15.5333333333,3670.8,4.7773257364E-4,0.0,0.0,7.65110869957E-5,0.0,37.8,0.0506640794639,9.39714153274,0.0,0.0,0.0,64.5580131295,0.0368272262012,3278.8,519.5,4.0,4,0.163299316186,381.5,0.0851547698745,6.35852353282E-4,37.36,0.0,2792908.7211,8.77834863224E-8,3.11063650896,0.0,2.0,0.49835193066,0.0192478452857,1.39262848559E-6
9,Oleg_Bondarev,53.0,0.00240526868998,10.6,7.52724234974E-4,2203.69230769,14.0,702.0,2.88065348113E31,1.38043682277E28,0.105835334553,1.65351391424E-4,4.32525951557E-4,0.0283267608421,2.2828147532,2386.91666667,52.8744097222,2874.05900486,208.461538462,52.0,0.0257207506785,254.48336034,13.1802185586,2.75716141389E-6,2386.91666667,2691.25,0.00982795078816,5.0,0.0220588235294,68.0,78.7444444444,2203.69230769,0.00162094099871,0.0,0.0075281187651,3.29268327615E-5,0.0,75.0,0.246395640465,12.9817402079,5.01915022636E17,5.76701268743E-4,0.00162038077263,55.6794197265,0.0214704060769,2488.30769231,225.416666667,5.0,12,15.565888325,213.8,0.239412479327,3.40988568088E-4,182.583333333,8.85910188593,5.59467077379E28,0.0,14.6569644856,0.0,5.0,1.94418318032,0.0205403352123,7.90973287927E-7
